iter	MultiClass
801	0.1099691045
802	0.1098658608
803	0.109679182
804	0.1095848023
805	0.1095271673
806	0.1093753014
807	0.1092854073
808	0.1091781866
809	0.1090892479
810	0.1089346014
811	0.1088548707
812	0.1086520097
813	0.1085675585
814	0.1084745308
815	0.1083645607
816	0.1082797865
817	0.1082266405
818	0.1081415555
819	0.1080795932
820	0.1079716697
821	0.1078218761
822	0.1077241042
823	0.1075240268
824	0.1074485405
825	0.1073113762
826	0.1072184003
827	0.1071227622
828	0.1069953233
829	0.1069202109
830	0.1067850523
831	0.1066651388
832	0.1066185782
833	0.1065002918
834	0.106298119
835	0.1062136784
836	0.1060342808
837	0.1058655081
838	0.1057972263
839	0.1057054252
840	0.1055538775
841	0.1054541044
842	0.1053365271
843	0.1052279973
844	0.1051102638
845	0.1050608662
846	0.1048987135
847	0.1047769601
848	0.1046325417
849	0.1044282171
850	0.1043727377
851	0.1042613378
852	0.1041318077
853	0.1040087013
854	0.1038445829
855	0.1037724936
856	0.1035980114
857	0.1034826013
858	0.103390455
859	0.1032712203
860	0.1031169191
861	0.1030364581
862	0.1029656439
863	0.1028055037
864	0.1026746019
865	0.1025784412
866	0.1024453663
867	0.1023652682
868	0.1022819413
869	0.1022156475
870	0.1020522018
871	0.1019120201
872	0.1017966702
873	0.1016926452
874	0.1015559548
875	0.1014491197
876	0.1013472164
877	0.1012522034
878	0.1011257127
879	0.1009997055
880	0.1008798283
881	0.1007845183
882	0.1006919133
883	0.1006061649
884	0.1005374944
885	0.1004438694
886	0.1003296841
887	0.1002348693
888	0.1001590036
889	0.1000614012
890	0.09994152296
891	0.09984670344
892	0.09974719376
893	0.09961348128
894	0.09955135358
895	0.09950172878
896	0.0994339901
897	0.09937621554
898	0.09921640367
899	0.09914787793
900	0.09903498923
901	0.09893072495
902	0.09887907261
903	0.09878247577
904	0.09856573244
905	0.09848883259
906	0.09831896538
907	0.09816993884
908	0.09807861528
909	0.09799322922
910	0.09786803305
911	0.09777433404
912	0.09769370656
913	0.09762143421
914	0.09751537205
915	0.09738361945
916	0.0972886243
917	0.09714627602
918	0.09706232361
919	0.0969698257
920	0.09692810169
921	0.09684771331
922	0.0967546441
923	0.09669467069
924	0.09656000683
925	0.09646280097
926	0.09630738329
927	0.09620845466
928	0.09605665621
929	0.09597720141
930	0.09585060122
931	0.09581577574
932	0.09570594866
933	0.09565804747
934	0.09551083361
935	0.09543247087
936	0.09536296724
937	0.09517456185
938	0.09507860967
939	0.09498387542
940	0.09489913081
941	0.09476386379
942	0.09470171035
943	0.09457101291
944	0.09451664295
945	0.09443877742
946	0.09434577624
947	0.09421151003
948	0.09408683157
949	0.09399872096
950	0.09389201811
951	0.09377021287
952	0.09362404156
953	0.09354787691
954	0.09337411069
955	0.09332194352
956	0.09324849694
957	0.09312794561
958	0.09306412837
959	0.09292474522
960	0.0928040523
961	0.09271148787
962	0.09260662331
963	0.09251179126
964	0.09240192997
965	0.09230812138
966	0.09219783143
967	0.09216342109
968	0.09206437115
969	0.09193650216
970	0.09180854465
971	0.09160976858
972	0.0915267066
973	0.09144372778
974	0.0913216776
975	0.09124047865
976	0.0911350677
977	0.09108434982
978	0.09099150999
979	0.09089159534
980	0.09078253762
981	0.09070017108
982	0.09056772149
983	0.09050254371
984	0.09037478208
985	0.09026188246
986	0.09012214709
987	0.09006097318
988	0.0899851767
989	0.08985918191
990	0.08980289876
991	0.08973874849
992	0.08965342112
993	0.08960825379
994	0.08952238853
995	0.08945825171
996	0.08937898936
997	0.0892919928
998	0.08920408475
999	0.08909840118
8125
